filepath,source,source_group,class_name,label,is_plant,split,unknown_subtype,source_id
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoom6.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_brightness_19.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_color_30.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00425_4a7c881bfb88.png,cifar10,cifar10::4a7c881bfb88de64,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_constract_30.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_color_16.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoom36.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_brightness_40.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoom39.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_constract_4.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_color_33.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoom32.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_brightness_2.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_sharpness_3.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoom22.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_sharpness_11.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoom15.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_color_38.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_constract_12.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_sharpness_28.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_sharpness_38.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoom29.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00254_ce04bb79e2a8.png,cifar10,cifar10::ce04bb79e2a8e8ac,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_brightness_12.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flip16.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_sharpness_9.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_sharpness_22.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_color_20.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_sharpness_14.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00548_e7e780f3a281.png,cifar10,cifar10::e7e780f3a2811e75,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_color_13.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_brightness_29.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/18.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_color_2.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_pil_color_10.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flip30.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_color_31.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_color_16.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_constract_11.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00762_089be85f036c.png,cifar10,cifar10::089be85f036cbb80,Unclassified,6,0,train,animal,deer
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00656_5b44bb857173.png,cifar10,cifar10::5b44bb85717306e1,Unclassified,6,0,train,animal,bird
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00357_9b997b881eb4.png,cifar10,cifar10::9b997b881eb4bab9,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_brightness_8.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_brightness_12.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_brightness_26.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_constract_23.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoom18.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_brightness_19.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoom14.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_sharpness_36.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00672_f6bbf05ba973.png,cifar10,cifar10::f6bbf05ba973f0ec,Unclassified,6,0,train,animal,bird
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoom28.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_constract_8.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00711_f3ab21457dc3.png,cifar10,cifar10::f3ab21457dc3f2df,Unclassified,6,0,train,object_vehicle,truck
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_11.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flip5.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_constract_21.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_brightness_4.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_constract_14.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/2.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/34.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_constract_31.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00532_6cf400c109a6.png,cifar10,cifar10::6cf400c109a65997,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_pil_constract_14.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_brightness_26.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_brightness_18.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00670_9f510f70cad7.png,cifar10,cifar10::9f510f70cad7f117,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_constract_26.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_sharpness_18.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_sharpness_30.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoom1.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_constract_19.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flip5.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_color_3.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_brightness_33.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_color_1.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00039_2f17f441c9a8.png,cifar10,cifar10::2f17f441c9a828a2,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_constract_33.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoom21.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_constract_17.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_constract_7.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_sharpness_21.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_color_21.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_sharpness_28.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00258_7def587df8a1.png,cifar10,cifar10::7def587df8a12649,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flip39.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/4.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/29.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_brightness_35.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_sharpness_38.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_color_37.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_brightness_23.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_brightness_24.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00648_3da0aa09e502.png,cifar10,cifar10::3da0aa09e502c577,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_sharpness_7.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00563_17e14828b219.png,cifar10,cifar10::17e14828b219af04,Unclassified,6,0,train,animal,deer
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_sharpness_15.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_constract_39.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_constract_34.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_sharpness_21.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00793_f94a31a68227.png,cifar10,cifar10::f94a31a6822776c7,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_constract_20.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/26.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoom19.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_brightness_32.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_sharpness_27.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_color_26.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_brightness_27.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_color_38.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_brightness_33.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_constract_9.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/random_crop_pil_color_5.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_color_39.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoom3.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_sharpness_8.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_constract_10.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_constract_19.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_sharpness_29.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00096_c62717969375.png,cifar10,cifar10::c62717969375a67e,Unclassified,6,0,train,animal,deer
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00776_4662796f389b.png,cifar10,cifar10::4662796f389be742,Unclassified,6,0,train,object_vehicle,automobile
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00284_f6b1193ea68e.png,cifar10,cifar10::f6b1193ea68e259b,Unclassified,6,0,train,animal,horse
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/15.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_brightness_8.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_32.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_brightness_40.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00281_15eba9cbfca0.png,cifar10,cifar10::15eba9cbfca0c289,Unclassified,6,0,train,object_vehicle,ship
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00345_1adff7d2b205.png,cifar10,cifar10::1adff7d2b2053d31,Unclassified,6,0,train,animal,frog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_sharpness_28.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00565_000c913c9e0f.png,cifar10,cifar10::000c913c9e0f2baf,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_constract_7.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_brightness_39.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00623_9f3ba43467c0.png,cifar10,cifar10::9f3ba43467c03f06,Unclassified,6,0,train,animal,horse
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/16.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_pil_constract_33.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_color_26.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_pil_sharpness_5.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00045_79e28676054e.png,cifar10,cifar10::79e28676054ef0c8,Unclassified,6,0,train,animal,deer
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/vertical_flip16.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_color_39.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_constract_40.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/vertical_flippil_brightness_15.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_sharpness_10.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_brightness_6.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_brightness_28.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00680_a8e2f6e050b0.png,cifar10,cifar10::a8e2f6e050b072e0,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_color_28.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_brightness_20.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_constract_8.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_brightness_30.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_brightness_19.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_sharpness_30.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_color_40.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoom20.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00497_e0dbecce43fe.png,cifar10,cifar10::e0dbecce43fea07f,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_constract_16.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_brightness_30.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
